Title,Description,Img_Link
Primal,A caveman forms a bond with a dinosaur as they struggle to survive in a hostile world.,https://www.themoviedb.org/t/p/w220_and_h330_face/jflPzxYbM4MxxCppo2AbvSbTOLm.jpg
Daddies on Request,"California receives an unexpected gift: her mother, Itzel, has sent her a van together with a request: she wants her to travel to Zacatecas to be reunited with her after a nine-year absence. California convinces her three mistrustful parents that this trip will lead them to happiness. Soon, California, Miguel, Diego, and Morgan set out on an adventure that will turn their lives upside down. What they could never have imagined is that they are being followed by two funny thugs who are also after the mysterious woman.",https://www.themoviedb.org/t/p/w220_and_h330_face/2rcNo31GXQoGcU65VcFD1LU31bs.jpg
Sense8,"One gunshot, one death, one moment out of time that irrevocably links eight minds in disparate parts of the world, putting them in each other's lives, each other's secrets, and in terrible danger. Ordinary people suddenly reborn as ""Sensates.""",https://www.themoviedb.org/t/p/w220_and_h330_face/kmyvlQ9QKzgdZY31rXaUlgCnzrB.jpg
Lisa,We don't have an overview translated in English. Help us expand our database by adding one.,https://www.themoviedb.org/t/p/w220_and_h330_face/w2nOl7KhwcUj11YxEi9Nknj9cqu.jpg
And Just Like That…,"This new chapter of “Sex and the City” follows Carrie, Miranda and Charlotte as they navigate the journey from the complicated reality of life and friendship in their 30s to the even more complicated reality of life and friendship in their 50s.",https://www.themoviedb.org/t/p/w220_and_h330_face/ahFca8RIGGY0kWieDwHzybi0sT1.jpg
Blue Exorcist,"Humans live in the world of Assiah, demons in Gehenna. The two dimensions are not meant to interfere with each other, but demons still possess creatures in Assiah in spite of this. The humans who can fight these demons are known as exorcists. Rin Okumura is a boy who bears the curse of being Satan's illegitimate son. His foster father sacrificed himself to save him from demons. To avenge his foster father's death as well as to prove himself, Rin decides to follow the path of an exorcist and defeat his own father, Satan. To hone his raw skills, Rin enters True Cross Academy to train with other exorcist candidates.",https://www.themoviedb.org/t/p/w220_and_h330_face/kpNoqNmElzGUEcEoZyfFwvYXMsR.jpg
Fist of the North Star,"In the year 199X, human civilization has been all but destroyed by a nuclear holocaust.",https://www.themoviedb.org/t/p/w220_and_h330_face/yypGXmBPvyJiD7pOeD2R3q84FlA.jpg
The Fresh Prince of Bel-Air,"Will, a street-smart teenager, moves from the tough streets of West Philly to posh Bel-Air to live with his Uncle Philip, Aunt Vivian, his cousins — spoiled Hilary, preppy Carlton and young Ashley — and their sophisticated British butler, Geoffrey. Though Will’s antics and upbringing contrast greatly with the upper-class lifestyle of his extended relatives, he soon finds himself right at home as a loved part of the family.",https://www.themoviedb.org/t/p/w220_and_h330_face/2xjqlhBLfwVgmqM7EGfxRpNGm3E.jpg
Galileo,"This daily German magazine show delivers interesting facts on numerous topics centering around technology, life, and bizarre knowledge.",https://www.themoviedb.org/t/p/w220_and_h330_face/diwwxmW87Mv47UkA2YQ0MliRlON.jpg
Hustle,A motley group of London con artists pull of a series of daring and intricate stings.,https://www.themoviedb.org/t/p/w220_and_h330_face/6UTmAZnaqcIsWVKSBWm7pDmdDTI.jpg
Line of Duty,"A drama about the investigations of AC-12, a controversial police anticorruption unit.",https://www.themoviedb.org/t/p/w220_and_h330_face/ysGUKnnR1pGYIndjXWcjupGbWpS.jpg
Weekly Idol,"Weekly Idol is back with all new hosts. Cho Sae Ho, Hwang Kwang Hee and Nam Chang Hee are sticking together as a new unit group for Weekly Idol, a.k.a CKN Trio, to turn the idol world upside down! Get ready for their hot debut! Cho Sae Ho transforms himself into an idol expert. The hottest entertainer in the show business is marching into the idol world after taking over variety shows and he's more than ready to dominate the show with his amazing look and talents. They say idols understand each other best! As soon as being discharged from military service, Hwang Kwang Hee is reenlisted in Weekly Idol as a senior and a mentor to cheer his fellow idol friends. And lastly, the hidden card of the trio, Nam Chang Hee joins Weekly Idol. With his irresistible charms and talents, Nam Chang Hee becomes the irreplaceable member of Weekly Idol and shows off his amazing chemistry with idols.",https://www.themoviedb.org/t/p/w220_and_h330_face/uZP58JwdBzCwPBh9h3ZbGsVKMAQ.jpg
Wizards of Waverly Place,"Alex, Justin and Max Russo are not your ordinary kids - they're wizards in training! While their parents run the Waverly Sub Station, the siblings struggle to balance their ordinary lives while learning to master their extraordinary powers.",https://www.themoviedb.org/t/p/w220_and_h330_face/spVI8Zns4Ep30zzxcoO7f7nwfck.jpg
Castlevania,"A dark medieval fantasy following the last surviving member of the disgraced Belmont clan, trying to save Eastern Europe from extinction at the hand of Vlad Dracula Tepe himself. Inspired by the classic video game series.",https://www.themoviedb.org/t/p/w220_and_h330_face/ubDtIBwdS9b29sBofAkqWz3PqkT.jpg
My Girlfriend is an Alien,"The alien girl Chai Xiaoqi tells the story of Fang Xiaoqi, the overbearing president of the alien girl who died from the ""Cape Town Planet"", who was suffering from the ""rainy weather heterosexual amnesia"". A high-energy hilarious and romantic cross-star love story. The female host Chai Xiaoqi is not only an alien, but also a true-handed witch. Once she inhales the hormones emitted by the males in the earth, she will fall into the ""flowery state"" and suffer from various diseases. The fun and ridiculously ridiculous romance will restore the singularity of the girl in the perfection of the girl. In order to survive on the human earth, Chai Xiaoqi will use his various super powers to solve one accident after another, like a roller coaster. The ups and downs will make the audience hooked. The male lord is cold and is an alternative overbearing president.",https://www.themoviedb.org/t/p/w220_and_h330_face/5e2owvs9TWVsuIacTFxJGPp6KVW.jpg
Marvel's Cloak & Dagger,Two teenagers from very different backgrounds awaken to newly acquired superpowers which mysteriously link them to one another.,https://www.themoviedb.org/t/p/w220_and_h330_face/gC20yybaer1cKA5HXSji4briMdu.jpg
"Escándalo, relato de una obsesión",We don't have an overview translated in English. Help us expand our database by adding one.,https://www.themoviedb.org/t/p/w220_and_h330_face/oHJUvGA0ln2pB0xZDKO4TG2wxvd.jpg
Sailor Moon Crystal,Usagi Tsukino is chosen to be a guardian of justice and is sent on a quest to locate a Silver Crystal before the Dark Kingdom invades the Earth.,https://www.themoviedb.org/t/p/w220_and_h330_face/q1gtW5ei8tYlkoGhhfSJMj8HN2r.jpg
Austin City Limits,"Now the longest-running music series in American television history, ACL showcases popular music legends and innovators from every genre.",https://www.themoviedb.org/t/p/w220_and_h330_face/qBVRuTUki4okdGOO5TJJZb99Q6X.jpg
The Smurfs,"Blue and small, standing only three apples high, the Smurfs might be hard to tell apart at first. However, each Smurf is a distinct individual with his or her own personality, their names say it all",https://www.themoviedb.org/t/p/w220_and_h330_face/uiOT3X9p9eB1V5QQeSP0yAIP5gV.jpg
All Elite Wrestling: Dynamite,A world-class roster of diverse male and female wrestlers give fans a new wrestling experience for the first time in 20 years.,https://www.themoviedb.org/t/p/w220_and_h330_face/wLmFeaoTEvH5vpMHKVH1zCa9Hf1.jpg
The Titan's Bride,"Koichi, a student about to graduate, is summoned to a world of Titans. It's the land of Tildant, where the prince, Caius, appears in front of Koichi and says, ""I want you to be my bride and give birth to my baby!""",https://www.themoviedb.org/t/p/w220_and_h330_face/8Gwi01ZjZ2VLW7BTPCEUtOiKCTd.jpg
All For Love,"A penniless country boy goes in search of his runaway sister in Bogotá, where he falls for an aspiring singer, but gets tangled up in organized crime.",https://www.themoviedb.org/t/p/w220_and_h330_face/jjmLFjKKnxyRq07lyD29wPbRM2d.jpg
Palang Tod,Palang Tod is an erotic web series which tells a separate story in each episode.,https://www.themoviedb.org/t/p/w220_and_h330_face/3jAeJu40uKy0ondWdzQxu0A97MT.jpg
One of Us Is Lying,"The story of what happens when five high schoolers walk into detention and only four make it out alive. Everyone is a suspect, and everyone has something to hide.",https://www.themoviedb.org/t/p/w220_and_h330_face/hKMpbHY7xqFKaBR8W7jE61JlQB6.jpg
Maverick,"Maverick is an American Western television series with comedic overtones created by Roy Huggins. The show ran from September 22, 1957 to July 8, 1962 on ABC and stars James Garner as Bret Maverick, an adroitly articulate cardsharp. Eight episodes into the first season, he was joined by Jack Kelly as his brother Bart, and from that point on, Garner and Kelly alternated leads from week to week, sometimes teaming up for the occasional two-brother episode. The Mavericks were poker players from Texas who traveled all over the American Old West and on Mississippi riverboats, constantly getting into and out of life-threatening trouble of one sort or another, usually involving money, women, or both. They would typically find themselves weighing a financial windfall against a moral dilemma. More often than not, their consciences trumped their wallets since both Mavericks were intensely ethical.",https://www.themoviedb.org/t/p/w220_and_h330_face/1F8MFZtg8F2aFQjC8OuDsOLdnly.jpg
Farmen Kjendis,We don't have an overview translated in English. Help us expand our database by adding one.,https://www.themoviedb.org/t/p/w220_and_h330_face/8NH1qKiyASwMCubMgha2RhPINmY.jpg
A Touch of Frost,"Jack Frost is a gritty, dogged and unconventional detective with sympathy for the underdog and an instinct for moral justice who attracts trouble like a magnet. Despite some animosity with his superintendent, Norman “Horn-rimmed Harry” Mullett, Frost and his ever-changing roster of assistants manage to solve cases via his clever mind, good heart, and cool touch.",https://www.themoviedb.org/t/p/w220_and_h330_face/3g7uHNYCtoneSGZEw9GecgbUV9z.jpg
Jupiter's Legacy,"As the world's first generation of superheroes (who received their powers in the 1930s) become the revered elder guard in the present, their superpowered children struggle to live up to the legendary feats of their parents.",https://www.themoviedb.org/t/p/w220_and_h330_face/9yxep7oJdkj3Pla9TD9gKflRApY.jpg
Parasyte -the maxim-,"A species of parasitic aliens descends on Earth and quickly infiltrates humanity by entering the brains of vulnerable targets; insatiable beings that gain total control of their host and are capable of transforming themselves to feed on unsuspecting prey. High school student Shinichi Izumi falls victim to one of these parasites, but the creature fails to take over his brain and ends up in his right hand.",https://www.themoviedb.org/t/p/w220_and_h330_face/cXBfjZSdJelu2r0wKD7qCxS71kb.jpg
Warrior,"A gritty, action-packed crime drama set during the brutal Tong Wars of San Francisco’s Chinatown in the second half of the 19th century. The series follows Ah Sahm, a martial arts prodigy who immigrates from China to San Francisco under mysterious circumstances, and becomes a hatchet man for one of Chinatown’s most powerful tongs.",https://www.themoviedb.org/t/p/w220_and_h330_face/eLPxEM7WAvljjFv4UwJ1awhANa9.jpg
